scaffold,position,start,end,midpoint,sites,sitesOverMinExD,S,P1P2_dxy,P1P3_dxy,P1O_dxy,P2P3_dxy,P2O_dxy,P3O_dxy,ABBA,BABA,D,f,mf
BD_walk,148500.0,146000,151000,148500,4582,4012,728,0.013,0.0144,0.0356,0.013,0.037,0.0353,5.91126676691,2.44129735553,0.41543762616,0.322025355885,0.225243382215
BD_walk,149500.0,147000,152000,149500,4342,3893,714,0.0127,0.0106,0.0324,0.007,0.0348,0.0335,5.3437010427,2.91566078146,0.293974318227,0.705196446994,0.270585795169
BD_walk,150500.0,148000,153000,150501,4047,3780,713,0.0129,0.0097,0.0331,0.0064,0.0345,0.034,5.95470364687,3.42965817729,0.269069492086,0.641646930798,0.286806541778
BD_walk,151500.0,149000,154000,151500,4131,3806,707,0.0148,0.0101,0.0335,0.0086,0.0349,0.0347,7.64022042411,4.08904441551,0.302762027898,0.541209306955,0.299173165043
BD_walk,152500.0,150000,155000,152500,4106,3736,688,0.0169,0.0126,0.0359,0.0087,0.0378,0.038,9.24221695188,4.30063295718,0.364885089024,0.607259780548,0.384078978133
BD_walk,153500.0,151000,156000,153500,4106,3770,691,0.0133,0.0101,0.0345,0.0067,0.0374,0.0378,8.40621899802,3.5386677414,0.407500829669,0.663100179929,0.379491026889
BD_walk,154500.0,152000,157000,154500,4354,4039,713,0.0131,0.0118,0.0366,0.0109,0.0395,0.038,8.79304625496,3.27061941964,0.45777353122,0.763760813929,0.413087630102
BD_walk,155500.0,153000,158000,155500,4941,4555,827,0.0149,0.016,0.04,0.0139,0.0462,0.044,10.1937624008,3.59603174603,0.478450264341,0.42707691789,0.261100261399
BD_walk,156500.0,154000,159000,156500,4911,4587,878,0.0169,0.0202,0.0423,0.0163,0.0503,0.0467,12.7299479167,2.71527777778,0.648399080532,0.531502082764,0.329863597551
BD_walk,157500.0,155000,160000,157500,4940,4606,883,0.0147,0.0221,0.0428,0.0197,0.0485,0.0465,11.8382378472,2.79014756944,0.618529661344,0.483337531513,0.273975486679
BD_walk,158500.0,156000,161000,158500,4936,4580,897,0.0148,0.0257,0.0495,0.0228,0.0522,0.0517,10.3579644097,2.70713975694,0.585592319447,0.368566642632,0.219314330308
BD_walk,159500.0,157000,162000,159500,4949,4519,893,0.016,0.026,0.0523,0.0219,0.0545,0.0529,9.63107638889,2.36566840278,0.605614949078,0.3375791756,0.199962445483
BD_walk,160500.0,158000,163000,160500,4922,4353,832,0.0155,0.0279,0.0506,0.0237,0.05,0.0462,8.23980034722,1.15538194444,0.754047998522,0.358377848381,0.220682166047
BD_walk,161500.0,159000,164000,161500,4960,4229,753,0.0142,0.0282,0.0484,0.024,0.0459,0.0408,3.67664930556,0.884021577381,0.612328273593,0.162318464867,0.106383623669
BD_walk,162500.0,160000,165000,162500,4945,4121,741,0.0174,0.0297,0.0506,0.0254,0.0488,0.0394,3.41666666667,0.744047619048,0.64234620887,0.163155222552,0.099956001797
BD_walk,163500.0,161000,166000,163500,4949,3913,605,0.0162,0.0252,0.0477,0.0222,0.0475,0.0331,3.3650483631,0.847935267857,0.597465671774,0.187643924591,0.109574537191
BD_walk,164500.0,162000,167000,164500,4956,3640,519,0.0136,0.0219,0.0451,0.0179,0.0435,0.0292,2.76088169643,1.03543526786,0.45450536528,0.144609166895,0.086407136134
BD_walk,165500.0,163000,168000,165500,4984,3686,444,0.0099,0.0144,0.0418,0.0114,0.0391,0.0287,1.89369419643,1.08491443452,0.271529382377,0.16787731211,0.0699979178786
BD_walk,166500.0,164000,169000,166500,4984,3518,333,0.007,0.0089,0.0351,0.0079,0.0327,0.0224,1.3064546131,0.87341889881,0.198651762096,0.281046277666,0.0594640065662
BD_walk,167500.0,165000,170000,167500,4760,3123,226,0.0038,0.0058,0.026,0.003,0.022,0.0201,1.32177579365,0.843253968254,0.221023208926,0.32770012059,0.163775650956
BD_walk,168500.0,166000,171000,168500,4742,3258,330,0.0077,0.0133,0.0392,0.0114,0.0355,0.0305,1.75555555556,1.65321180556,0.0300236828032,0.0240553333877,0.01011000588
BD_walk,169500.0,167000,172000,169500,4742,3336,377,0.0099,0.017,0.0374,0.0184,0.0373,0.0333,3.19552408854,1.78308299231,0.283702062302,0.176713807467,0.0804227979304
BD_walk,170500.0,168000,173000,170500,4732,3538,526,0.0152,0.0207,0.0422,0.0211,0.0424,0.0378,3.32052408854,1.94454132564,0.261342007108,0.112638607154,0.0528355806424
BD_walk,171500.0,169000,174000,171500,4732,3671,643,0.0194,0.0271,0.0477,0.0252,0.0476,0.0448,4.30489908854,1.94454132564,0.377691058153,0.114573800967,0.0584802584952
BD_walk,172500.0,170000,175000,172500,4965,4166,767,0.0181,0.0255,0.0449,0.0246,0.0455,0.042,3.8948296441,1.94280521453,0.334386181533,0.0771715794052,0.0416969443476
BD_walk,173500.0,171000,176000,173500,4890,3802,710,0.0199,0.0278,0.0461,0.0251,0.0459,0.0416,3.26462131076,0.940883091518,0.552546852165,0.07979204429,0.0485893060288
BD_walk,174500.0,172000,177000,174500,4890,4057,785,0.0178,0.0277,0.0509,0.0238,0.0495,0.0432,1.69444444444,0.623511904762,0.462015835652,0.0313543131786,0.0215637945986
BD_walk,175500.0,173000,178000,175500,4890,3900,730,0.016,0.0303,0.0517,0.0277,0.0506,0.0418,1.44444444444,0.406498015873,0.560766447809,0.0294362173089,0.0214667620403
BD_walk,176500.0,174000,179000,176500,4850,3877,754,0.0167,0.0304,0.0506,0.0289,0.0529,0.0438,2.51157407407,1.33010912698,0.307538358906,0.0344447018042,0.0240691225587
BD_walk,177500.0,175000,180000,177500,4811,3869,751,0.0193,0.0316,0.0532,0.0341,0.0554,0.0492,4.75224247685,2.65324280754,0.283438503853,0.052014737526,0.0376249072603
BD_walk,178500.0,176000,181000,178500,4904,4314,846,0.016,0.0269,0.0463,0.0308,0.051,0.0464,4.84599247685,2.73087177579,0.279155153178,0.0584067631719,0.0406001497006
BD_walk,179500.0,177000,182000,179500,4903,4079,782,0.0181,0.0277,0.0421,0.0324,0.0479,0.0444,5.27828414352,3.39233010913,0.217511006653,0.0583530747914,0.0392791828725
BD_walk,180500.0,178000,183000,180500,4911,4206,792,0.0183,0.0243,0.0376,0.0278,0.044,0.0409,5.27828414352,3.38017733135,0.21921987153,0.0665461771073,0.0452531842436
BD_walk,181500.0,179000,184000,181500,4932,4411,801,0.015,0.0259,0.0383,0.0282,0.0402,0.0371,3.39171006944,3.29614955357,0.0142886545561,0.00301276682422,0.00247864377079
BD_walk,182500.0,180000,185000,182500,4976,4440,805,0.0122,0.0253,0.0343,0.0249,0.0366,0.032,2.6962890625,2.48323102679,0.0411347059267,0.00814395957077,0.006440520386
BD_walk,183500.0,181000,186000,183500,4969,4356,784,0.0141,0.0282,0.0335,0.0272,0.0341,0.0301,2.66462053571,2.7511656746,-0.0159801616105,-0.00287635970488,-0.00203545385945
BD_walk,184500.0,182000,187000,184500,4970,4600,827,0.0129,0.0272,0.0349,0.0266,0.0346,0.0319,3.57459077381,2.23293650794,0.231019881747,0.0475703521038,0.0316671538441
BD_walk,185500.0,183000,188000,185500,4958,4302,798,0.0124,0.0292,0.0391,0.0288,0.0388,0.0356,4.29724702381,2.7628844246,0.217327766546,0.0539883205876,0.034823721171
BD_walk,186500.0,184000,189000,186453,4714,4017,747,0.0123,0.0243,0.0371,0.0264,0.0386,0.0359,4.63231646825,2.43892609127,0.310184576264,0.119335767839,0.0594000801796
BD_walk,187500.0,185000,190000,187500,4246,3114,578,0.0133,0.0239,0.0395,0.0279,0.0423,0.0358,2.64262462798,1.59537760417,0.247108653192,0.0849136284111,0.0369116791372
BD_walk,188500.0,186000,191000,188500,3673,2504,444,0.0107,0.0173,0.0397,0.0217,0.0428,0.0355,3.81857638889,2.40835813492,0.226470705381,0.236271841433,0.0977544919831
BD_walk,189500.0,187000,192000,189500,3673,2551,462,0.0091,0.0117,0.0352,0.015,0.0376,0.0287,6.64680059524,6.35994543651,0.0220543368826,0.0825458905478,0.0292573907101
BD_walk,190500.0,188000,193000,190425,3498,2639,536,0.0082,0.0111,0.0296,0.0138,0.0281,0.0267,7.53779141865,7.29333354001,0.016482760365,0.0911760651314,0.0301221109531
BD_walk,191500.0,189000,194000,191574,3653,2629,535,0.0087,0.0125,0.0354,0.0153,0.0332,0.0317,7.13327752976,7.74125020668,-0.0408734104161,-0.411289381067,-0.0856121646497
BD_walk,192500.0,190000,195000,192500,4098,3475,687,0.0106,0.0149,0.0358,0.0152,0.035,0.0358,7.83727058532,8.11364604001,-0.0173266189767,-0.0961625425018,-0.0244818901741
BD_walk,193500.0,191000,196000,193500,4672,4123,830,0.0135,0.0179,0.0352,0.0148,0.0361,0.0377,7.95145089286,7.66501632771,0.0183418286031,0.0491508219053,0.015161729509
BD_walk,194500.0,192000,197000,194500,4672,4072,844,0.0152,0.023,0.038,0.0175,0.0374,0.0423,4.2138640873,3.74486503803,0.0589288869978,0.0449467516262,0.0187097339557
BD_walk,195500.0,193000,198000,195536,4651,3886,740,0.0171,0.0235,0.0408,0.017,0.0409,0.042,3.18297164352,2.38338086971,0.143647167855,0.0756418453236,0.0299717128277
BD_walk,196500.0,194000,199000,196500,4753,4093,814,0.0207,0.0241,0.0361,0.0151,0.0385,0.0395,3.91040994957,2.03195012814,0.316113429153,0.140121649854,0.0675650721775
BD_walk,197500.0,195000,200000,197500,4770,4175,842,0.0205,0.0227,0.0324,0.0151,0.0341,0.0353,4.07783616485,2.87287894759,0.17335730177,0.0844992248406,0.0425705319402
BD_walk,198500.0,196000,201000,198500,4759,4080,824,0.0195,0.0214,0.0355,0.0159,0.0344,0.0364,3.75687262318,2.13841094163,0.274535001371,0.124861547572,0.0658673255485
BD_walk,199500.0,197000,202000,199500,4759,3912,744,0.0205,0.0203,0.0355,0.0167,0.0349,0.0352,5.51876498429,2.95680131862,0.302276399489,0.206859444256,0.0941258405947
BD_walk,200500.0,198000,203000,200500,4101,3381,653,0.0202,0.0207,0.034,0.0177,0.034,0.0358,4.93601035466,2.81849113343,0.273069677591,0.187828463385,0.0882819968515
BD_walk,201500.0,199000,204000,201500,4059,2803,507,0.0152,0.0185,0.0301,0.0176,0.027,0.033,5.07720630787,2.68976314484,0.30738413194,0.227762644194,0.114012602832
BD_walk,202500.0,200000,205000,202500,4064,2593,425,0.0149,0.0171,0.0346,0.0204,0.0315,0.0372,6.09383525546,3.13137762483,0.321126208041,0.291425147575,0.159061766853
BD_walk,203500.0,201000,206000,203500,4043,2619,442,0.015,0.0205,0.0317,0.0235,0.0307,0.0359,6.59146670387,4.99293516452,0.137989993572,0.160296766224,0.0892077177597
BD_walk,204500.0,202000,207000,204500,4016,2694,488,0.0149,0.0156,0.0331,0.0165,0.0393,0.0416,6.57065817212,6.49640738674,0.00568228459933,0.011637402691,0.00720400908304
BD_walk,205500.0,203000,208000,205500,4876,3518,606,0.016,0.0137,0.0395,0.0153,0.0369,0.0452,9.2566390749,9.44410703952,-0.0100246248716,-0.0274126299769,-0.0155100218497
BD_walk,206500.0,204000,209000,206263,4381,3518,597,0.0165,0.0126,0.0502,0.0152,0.0482,0.0471,9.10638279183,9.68951874587,-0.0310246333683,-0.106095765187,-0.0539540699736
BD_walk,207500.0,205000,210000,207500,3525,2804,503,0.0164,0.0139,0.0667,0.0146,0.0514,0.0536,7.34333457341,8.0970796131,-0.0488163743911,-0.230764923089,-0.0914858013907
BD_walk,208500.0,206000,211000,208500,3559,2771,478,0.0145,0.0138,0.0462,0.0168,0.0439,0.0436,6.46614583333,6.37419394841,0.00716117224961,0.0312579919006,0.0108387813497
BD_walk,209500.0,207000,212000,209500,3584,2752,467,0.0113,0.0213,0.0384,0.0212,0.0386,0.0404,5.04411582341,4.75461929563,0.0295442752825,0.0559933736977,0.0240299125834
BD_walk,210500.0,208000,213000,210500,3591,2906,540,0.0187,0.0305,0.0394,0.0246,0.041,0.035,4.74658978175,3.71310763889,0.122165379147,0.0708558991319,0.0426082278513
BD_walk,211500.0,209000,214000,211662,4133,3512,706,0.026,0.0318,0.0451,0.0272,0.0417,0.0395,5.02593315972,6.42474268353,-0.122159560096,-0.0796486421601,-0.0470253741081
BD_walk,212500.0,210000,215000,212500,4982,4427,940,0.0256,0.0309,0.0461,0.0269,0.0457,0.0431,9.11968315972,7.12076822917,0.123082473676,0.0948666905021,0.0488636475591
BD_walk,213500.0,211000,216000,213500,4982,4433,923,0.0256,0.0291,0.0442,0.0242,0.0436,0.0422,10.0900607639,7.87890625,0.123054069395,0.106679769239,0.0523986316098
BD_walk,214500.0,212000,217000,214500,4983,4216,875,0.0277,0.0275,0.0452,0.0253,0.043,0.0439,10.4089781746,8.70208643353,0.0893143200586,0.0848879877889,0.0395871703271
BD_walk,215500.0,213000,218000,215495,4766,3840,783,0.0241,0.0254,0.0427,0.0244,0.0409,0.0465,9.25060143849,6.95757378472,0.141473523218,0.163877542339,0.0672005417917
BD_walk,216500.0,214000,219000,216500,4544,3090,586,0.0177,0.0231,0.0371,0.0216,0.0402,0.0449,8.25114397321,3.62651909722,0.389354778677,0.415691521082,0.161350489751
BD_walk,217500.0,215000,220000,217500,4301,2856,468,0.014,0.0198,0.0323,0.016,0.0308,0.0387,5.00462549603,3.56799665179,0.167583362415,0.158135174812,0.0710579468533
BD_walk,218500.0,216000,221000,218500,4305,3032,432,0.0125,0.0164,0.0251,0.0123,0.0244,0.03,4.28685205853,2.86715029762,0.198448601249,0.155691768112,0.0832740669107
BD_walk,219500.0,217000,222000,219500,4305,3421,467,0.0141,0.0153,0.0212,0.0093,0.0241,0.0244,5.01546068948,1.71389198909,0.490622034257,0.36789432375,0.212671410076
BD_walk,220500.0,218000,223000,220506,4523,3745,515,0.0137,0.0146,0.0216,0.0117,0.0256,0.0247,7.79739970858,3.11447250124,0.429158912173,0.468191261876,0.242523714108
BD_walk,221500.0,219000,224000,221500,4743,4532,658,0.0156,0.0175,0.0236,0.0129,0.0262,0.0264,10.4603616381,4.68055323041,0.381734423442,0.433067848191,0.235587099122
BD_walk,222500.0,220000,225000,222500,4988,4806,718,0.0159,0.0183,0.0249,0.0142,0.0282,0.0286,11.9725051153,5.01107158358,0.40989207722,0.428346060154,0.227382435753
BD_walk,223500.0,221000,226000,223500,4981,4707,776,0.0163,0.0203,0.029,0.016,0.0321,0.0332,13.6460077195,4.96495613219,0.466448253647,0.435163557756,0.24624010644
BD_walk,224500.0,222000,227000,224500,4982,4677,805,0.0145,0.0209,0.0329,0.0161,0.0345,0.0358,11.8986118862,5.33567785838,0.380806759377,0.341289456162,0.200428761178
BD_walk,225500.0,223000,228000,225500,4982,4640,822,0.0132,0.0208,0.0351,0.0154,0.0349,0.0362,7.93346974206,4.32029699901,0.294862210078,0.221425850511,0.123459726133
BD_walk,226500.0,224000,229000,226500,4967,4652,867,0.0127,0.019,0.038,0.0172,0.0392,0.0385,5.3330078125,5.69484126984,-0.0328108822164,-0.0229845331518,-0.0119277758065
BD_walk,227500.0,225000,230000,227500,4971,4293,793,0.0121,0.0192,0.0389,0.0173,0.0379,0.0374,3.02918836806,9.1617156498,-0.503041224241,-0.49617828132,-0.25818376982
BD_walk,228500.0,226000,231000,228500,4978,4347,841,0.0183,0.0226,0.0435,0.022,0.04,0.0411,1.84821428571,11.2982018849,-0.718826140642,-0.588078864075,-0.279542373583
BD_walk,229500.0,227000,232000,229500,4978,4154,825,0.0197,0.0231,0.045,0.0267,0.0416,0.044,1.93005952381,12.5311507937,-0.733070817526,-0.610158918451,-0.254439480395
BD_walk,230500.0,228000,233000,230500,4978,4162,832,0.024,0.0247,0.0451,0.0297,0.0447,0.0459,1.96130952381,13.5516865079,-0.747139814927,-0.40160832738,-0.211131354976
BD_walk,231500.0,229000,234000,231500,4971,3786,724,0.0249,0.0275,0.0426,0.0293,0.0405,0.0434,4.78943452381,12.6981150794,-0.452246354407,-0.254883149515,-0.143916215036
BD_walk,232500.0,230000,235000,232500,4950,3854,752,0.0274,0.0288,0.0418,0.0299,0.0424,0.0443,6.36408730159,10.6019469246,-0.249784927138,-0.132603435829,-0.0710715701761
BD_walk,233500.0,231000,236000,233500,4855,3622,669,0.0234,0.0262,0.0373,0.0281,0.0389,0.0395,6.18818204365,10.405890377,-0.254169574919,-0.149751310482,-0.0811505772252
BD_walk,234500.0,232000,237000,234500,4829,3593,619,0.0241,0.0266,0.0306,0.0236,0.0335,0.0345,6.58043981481,10.437202381,-0.226633191706,-0.13770682801,-0.0821840898315
BD_walk,235500.0,233000,238000,235500,4822,3663,620,0.0249,0.0266,0.0296,0.0208,0.0291,0.0316,8.19849537037,11.2609953704,-0.157378219235,-0.174302866758,-0.0837741801437
BD_walk,236500.0,234000,239000,236500,4844,4051,680,0.0264,0.0269,0.0293,0.0184,0.0289,0.0306,9.94781332672,11.5852916253,-0.076044690362,-0.11128594896,-0.0447791815825
BD_walk,237500.0,235000,240000,237500,4869,4177,723,0.0275,0.0271,0.0308,0.0212,0.0265,0.03,10.531432395,13.4337420428,-0.121105300333,-0.188532727649,-0.0834039228404
BD_walk,238500.0,236000,241000,238500,4964,4390,809,0.0293,0.0296,0.0323,0.0225,0.0303,0.0335,12.0489237145,12.982151641,-0.0372827740452,-0.0675530252492,-0.0263357458963
BD_walk,239500.0,237000,242000,239500,4973,4303,822,0.0302,0.032,0.0377,0.0246,0.0334,0.0359,12.7386791088,12.0243355241,0.0288471979379,0.052820408299,0.020044439841
BD_walk,240500.0,238000,243000,240500,4976,4264,876,0.0258,0.0342,0.0391,0.0295,0.0366,0.0396,13.0365875083,9.92682395007,0.13542254224,0.165935393192,0.0831009559608
BD_walk,241500.0,239000,244000,241500,4913,4135,891,0.0238,0.0379,0.045,0.0351,0.0385,0.044,10.3041790675,7.63133783896,0.149025045804,0.111108202715,0.0663682718234
BD_walk,242500.0,240000,245000,242500,4905,4128,867,0.0181,0.0395,0.0445,0.0355,0.0404,0.0463,8.73513403191,5.22573526372,0.251373943404,0.115867192883,0.0756035830663
BD_walk,243500.0,241000,246000,243500,4901,4051,815,0.0122,0.0363,0.0421,0.033,0.0371,0.0411,6.59946314897,3.62350622106,0.291104944189,0.0890414782911,0.065737764308
BD_walk,244500.0,242000,247000,244500,4903,4216,852,0.0121,0.0355,0.0383,0.0329,0.039,0.0401,6.54246238426,3.70805844907,0.276513162723,0.0866737137879,0.0630545669473
BD_walk,245500.0,243000,248000,245500,4872,3867,730,0.015,0.0344,0.0424,0.0281,0.0416,0.0414,6.26271804729,4.57278645833,0.155962427783,0.0595630431902,0.041853770747
BD_walk,246500.0,244000,249000,246498,4917,3914,702,0.0148,0.028,0.0399,0.023,0.0448,0.041,5.23327597966,5.21348741319,0.00189422941098,0.000782768737519,0.000526341004817
BD_walk,247500.0,245000,250000,247500,4904,3866,663,0.0153,0.0223,0.0391,0.0195,0.0444,0.0396,5.75711340526,3.46511501736,0.248529778581,0.132822517345,0.0738724441905
BD_walk,248500.0,246000,251000,248500,4904,3799,663,0.0181,0.0201,0.0433,0.0168,0.0481,0.0443,5.63570963542,3.48291015625,0.236088303751,0.12000939465,0.0646653513335
BD_walk,249500.0,247000,252000,249500,4919,3838,676,0.0166,0.0174,0.0504,0.0156,0.0516,0.0512,4.62911241319,2.20166015625,0.355370089147,0.0935539009756,0.060218097461
BD_walk,250500.0,248000,253000,250500,4908,4048,673,0.0149,0.0161,0.0472,0.0165,0.0492,0.0482,3.26502821181,1.96641710069,0.2482318047,0.0469702358873,0.0302205084185
BD_walk,251500.0,249000,254000,251507,4914,3930,628,0.0135,0.0149,0.0456,0.0159,0.0482,0.0463,2.48812624008,1.28276909722,0.319647466991,0.045197881977,0.029277436923
BD_walk,252500.0,250000,255000,252500,4935,4180,582,0.0125,0.0146,0.0388,0.0125,0.0425,0.0398,1.28825644841,1.32769097222,-0.0150746622422,-0.00145632185079,-0.00102565070159
BD_walk,253500.0,251000,256000,253500,4914,4240,536,0.0116,0.0157,0.0373,0.0132,0.0381,0.0375,0.902622767857,1.947265625,-0.366555707852,-0.0444246802197,-0.0327975983468
BD_walk,254500.0,252000,257000,254500,4712,3887,420,0.01,0.0145,0.0307,0.0111,0.0316,0.0294,0.785435267857,1.939453125,-0.423510137211,-0.0764013534024,-0.0530816338317
BD_walk,255500.0,253000,258000,255500,4758,4062,458,0.0098,0.0132,0.031,0.0081,0.0313,0.0295,0.55919828869,1.13910590278,-0.34146274678,-0.0383796249751,-0.0279753171722
BD_walk,256500.0,254000,259000,256500,4771,4197,487,0.0101,0.0132,0.0311,0.0087,0.0289,0.027,0.4072265625,0.992838541667,-0.418274819809,-0.0358800620671,-0.0265823046666
BD_walk,257500.0,255000,260000,257500,4771,3980,512,0.0108,0.0154,0.0339,0.0098,0.03,0.0288,0.5244140625,0.891276041667,-0.259140032191,-0.0185587925642,-0.013894493901
BD_walk,258500.0,256000,261000,258500,4796,3987,498,0.0095,0.0137,0.0316,0.0077,0.0293,0.0272,0.8818359375,0.217447916667,0.604382588096,0.0361218053469,0.0262747073651
BD_walk,259500.0,257000,262000,259500,4941,4265,544,0.0097,0.0138,0.0285,0.0084,0.0258,0.0252,0.9404296875,0.197916666667,0.65227337718,0.0410828633489,0.0288337803981
BD_walk,260500.0,258000,263000,260500,4941,4301,464,0.0071,0.0107,0.021,0.0068,0.019,0.019,0.875,0.0868055555556,0.819494584838,0.0585849917897,0.0394931137145
BD_walk,261500.0,259000,264000,261500,4942,4351,457,0.0074,0.0106,0.0227,0.0058,0.0205,0.0208,0.94140625,0.05078125,0.897637795276,0.0833333333333,0.0521858548867
BD_walk,262500.0,260000,265000,262500,4933,4529,499,0.0081,0.0107,0.021,0.0064,0.02,0.0198,0.91796875,0.44921875,0.342857142857,0.0527261917009,0.028738554234
BD_walk,263500.0,261000,266000,263500,4933,4630,545,0.0091,0.0112,0.0209,0.0074,0.021,0.0202,0.57421875,0.44921875,0.12213740458,0.0139398601519,0.00679787532676
BD_walk,264500.0,262000,267000,264500,4990,4833,535,0.008,0.0096,0.0229,0.0063,0.0236,0.0224,0.49609375,0.44921875,0.0495867768595,0.00482828763438,0.00261082854955
BD_walk,265500.0,263000,268000,265500,4975,4751,574,0.0085,0.0108,0.0281,0.0074,0.0286,0.0272,0.4375,0.4375,0.0,0.0,0.0
BD_walk,266500.0,264000,269000,266500,4976,4776,569,0.0078,0.0119,0.0293,0.0082,0.0307,0.0285,0.421875,0.4375,-0.0181818181818,-0.00147920614763,-0.000728724603261
BD_walk,267500.0,265000,270000,267500,4985,4723,587,0.0069,0.0121,0.0346,0.0089,0.0343,0.0337,0.46875,0.0,1.0,0.0307287843351,0.0180704143814
BD_walk,268500.0,266000,271000,268500,4980,4599,602,0.0065,0.0123,0.0358,0.0109,0.0349,0.0356,2.04305013021,0.855354817708,0.409775491638,0.0601520700252,0.0408946016346
BD_walk,269500.0,267000,272000,269500,4968,4237,642,0.0111,0.0172,0.0405,0.0135,0.0401,0.0403,8.01710146949,1.17523328993,0.744301459708,0.296492677135,0.19662082171
BD_walk,270500.0,268000,273000,270500,4983,4293,721,0.0134,0.0177,0.0411,0.0124,0.0401,0.0402,9.84587751116,2.68597547743,0.571336261305,0.261637833487,0.187954010651
BD_walk,271500.0,269000,274000,271500,4978,4320,800,0.0133,0.016,0.0365,0.0119,0.0343,0.0369,10.5607212612,2.69769422743,0.593059332052,0.289250024567,0.196904373763
BD_walk,272500.0,270000,275000,272500,4978,4385,850,0.0149,0.0183,0.0367,0.0109,0.0354,0.039,13.2807733445,2.82660047743,0.649030250532,0.435036913203,0.275991974203
BD_walk,273500.0,271000,276000,273500,4980,4220,839,0.0175,0.021,0.0424,0.0103,0.0419,0.0445,12.505952381,3.07240513393,0.605554676609,0.468419607763,0.272086719332
BD_walk,274500.0,272000,277000,274500,4981,4478,885,0.014,0.0172,0.0417,0.0084,0.0392,0.0417,7.55881076389,3.03638082837,0.426837957212,0.264790234818,0.152211745159
BD_walk,275500.0,273000,278000,275500,4979,4146,845,0.012,0.0187,0.0423,0.0119,0.0403,0.0438,8.03667534722,2.33442770337,0.549820748674,0.412646987164,0.22940754829
BD_walk,276500.0,274000,279000,276500,4673,3448,713,0.0126,0.0214,0.0459,0.0153,0.0449,0.0489,8.677734375,3.28972284226,0.450221917231,0.330361380192,0.222202622866
BD_walk,277500.0,275000,280000,277500,4672,3448,758,0.0151,0.0206,0.0497,0.0185,0.0521,0.0497,9.16715107267,5.59359266493,0.242098804184,0.247399294774,0.17522203478
BD_walk,278500.0,276000,281000,278500,4663,3699,825,0.0166,0.019,0.0435,0.0196,0.0461,0.0445,12.4982677641,6.6055749318,0.30845589163,0.388167623328,0.281155364612
BD_walk,279500.0,277000,282000,279500,4666,3602,817,0.019,0.0192,0.0467,0.0208,0.0515,0.0492,14.9800385975,6.89910171751,0.369344350995,0.45359542205,0.333442906647
BD_walk,280500.0,278000,283000,280500,4654,3623,796,0.0202,0.0197,0.0466,0.0203,0.0513,0.0504,14.6027567223,8.00641805659,0.291754950377,0.290989469365,0.203575908361
BD_walk,281500.0,279000,284000,281500,4926,4235,927,0.019,0.0199,0.0478,0.0198,0.052,0.0505,14.2422966528,7.10450833437,0.334372676508,0.284487720325,0.186088583845
BD_walk,282500.0,280000,285000,282500,4926,4235,879,0.0184,0.0214,0.0438,0.0188,0.0456,0.0473,14.1474112052,4.6717322617,0.503512764018,0.305267167636,0.205983955292
BD_walk,283500.0,281000,286000,283500,4910,4065,894,0.0166,0.0251,0.049,0.0177,0.0479,0.0485,12.0041510365,3.96731757916,0.503199402055,0.270042217388,0.186846196949
BD_walk,284500.0,282000,287000,284500,4910,3846,839,0.0151,0.0255,0.045,0.0188,0.0425,0.0457,9.05254513372,4.12235850178,0.374210451047,0.19691953395,0.131161746423
BD_walk,285500.0,283000,288000,285500,4924,3999,881,0.0148,0.0282,0.0427,0.0203,0.04,0.0434,8.20657397073,3.73705822173,0.374217463916,0.227634549858,0.141850601118
BD_walk,286500.0,284000,289000,286500,4933,3971,923,0.0194,0.0329,0.0419,0.0212,0.038,0.0428,10.0853174603,4.8984375,0.34616689702,0.352750999431,0.19475303981
BD_walk,287500.0,285000,290000,287500,4924,3979,921,0.0164,0.0285,0.0418,0.0185,0.0369,0.0406,7.71227058532,5.876953125,0.135056828811,0.276730041897,0.115914370869
BD_walk,288500.0,286000,291000,288500,4952,4211,890,0.0121,0.0247,0.0401,0.0183,0.0363,0.0418,5.82454427083,4.87512710813,0.0887333011521,0.182385041573,0.0617471364393
BD_walk,289500.0,287000,292000,289500,4958,4605,988,0.0116,0.0256,0.0446,0.0189,0.0424,0.0454,5.53396267361,5.29114273313,0.0224311848571,0.0496958568386,0.0134530002935
BD_walk,290500.0,288000,293000,290500,4938,4693,1053,0.0147,0.026,0.0455,0.0185,0.0424,0.0461,6.23851453993,7.26450350322,-0.0759821959813,-0.124797263792,-0.0466886079785
BD_walk,291500.0,289000,294000,291500,4872,4495,969,0.0175,0.0247,0.0454,0.0182,0.0426,0.0429,4.02101236979,7.74408197958,-0.316450467734,-0.419276618248,-0.158240224151
BD_walk,292500.0,290000,295000,292500,4532,3571,778,0.0191,0.0278,0.0466,0.0212,0.045,0.046,3.10760091146,6.82806635458,-0.374455519041,-0.378603599648,-0.156566899492
BD_walk,293500.0,291000,296000,293500,4524,3486,769,0.0237,0.0308,0.0429,0.0256,0.0415,0.0412,3.37283063616,8.95425218047,-0.452777159636,-0.446224245895,-0.20382778991
BD_walk,294500.0,292000,297000,294500,4498,3285,718,0.0244,0.0304,0.0377,0.0261,0.0345,0.035,4.04275251116,11.0638441944,-0.464769916088,-0.522403948395,-0.275129988985
BD_walk,295500.0,293000,298000,295497,4500,2995,611,0.024,0.0299,0.0401,0.0269,0.0368,0.0338,2.66627139137,8.63780330274,-0.528263663587,-0.33764390542,-0.203592323226
